X,Y,Z,OBJECTID,lsoa01cd,lsoa01nm,GlobalID
537493,187752,300,4423,E01004423,Waltham Forest 020D,{69FD7BFF-EFD4-4F7E-BEBB-56891D7824E8}
537059,187433,300,4424,E01004424,Waltham Forest 022B,{2B104C6A-92D8-47C8-99DA-AD59FB8F2400}
536718,187619,300,4425,E01004425,Waltham Forest 022C,{6D191AF0-6723-410F-A3ED-77E289185363}
537262,187435,300,4426,E01004426,Waltham Forest 022D,{54276C3F-4BB2-4850-9820-DF44631A12BB}
536652,187243,300,4427,E01004427,Waltham Forest 022E,{847C2745-6DC5-4E99-A939-9518054EBB77}
537471,186817,300,4428,E01004428,Waltham Forest 026B,{AAB93767-96F8-4892-960B-D7B18904295A}
537772,186622,300,4429,E01004429,Waltham Forest 026C,{946C022B-6036-4765-9A63-DB5DC55D66EB}
538069,186254,300,4430,E01004430,Waltham Forest 026D,{232C721F-9100-40A1-83D6-AC21D70B22A4}
537964,187815,300,4431,E01004431,Waltham Forest 020E,{52CB8E6D-93A6-495A-B695-0A361BE7593E}
537880,187422,300,4432,E01004432,Waltham Forest 023D,{F1FD8D27-50CE-4FC9-9A6C-AA47B7A87685}
537725,187596,300,4433,E01004433,Waltham Forest 020F,{FFAEDEEF-AB71-4E86-96CA-A0733607B46F}
537416,187192,300,4434,E01004434,Waltham Forest 026E,{7BD7ED1E-C8D9-43A5-BDB5-35AD36673542}
537783,186985,300,4435,E01004435,Waltham Forest 023E,{C89BB82F-D43D-4598-8EB7-FE72B2765788}
539425,187872,300,4436,E01004436,Waltham Forest 021B,{CD41FBF4-A28F-4CD2-92D5-342AD558F2F1}
538839,187566,300,4437,E01004437,Waltham Forest 021C,{DD5EB9E0-13AA-4D70-B3C7-EB9ECD1EB4F8}
539656,187461,300,4438,E01004438,Waltham Forest 024C,{CC8B230D-F4C7-4136-A8CA-03A4060AE93E}
538866,187351,300,4439,E01004439,Waltham Forest 021D,{0A6BA6FF-8AEE-48C3-8BFC-9A6A18743DD8}
539329,187100,300,4440,E01004440,Waltham Forest 024D,{AF6E9FE9-090F-48C7-988A-498C7C3009D3}
539763,187256,300,4441,E01004441,Waltham Forest 024E,{0E47C43B-BFD1-4506-A5D7-76EC0DE6E74C}
539201,187857,300,4442,E01004442,Waltham Forest 021E,{5DBCE57D-E42E-4E87-A0DB-2E62D4FE2F61}
537205,188768,300,4443,E01004443,Waltham Forest 016E,{D8E1D13B-AF2B-4AF6-8DAD-6BF8ADC83AC2}
536659,188546,300,4444,E01004444,Waltham Forest 017D,{8EF57AD0-6E0F-4F6E-A930-E21D1E7AE82D}
536961,188495,300,4445,E01004445,Waltham Forest 018C,{C149EBD4-C8DE-40A4-8BAD-610415258705}
536310,188440,300,4446,E01004446,Waltham Forest 017E,{B0E1BACA-EDFF-472E-85D9-1E54E839B623}
537284,188295,300,4447,E01004447,Waltham Forest 016F,{BAD866B9-8767-425E-8CD4-49BBEA85210E}
536479,188105,300,4448,E01004448,Waltham Forest 018D,{4434B83A-3C18-4AA6-81B0-DDD562FE7171}
536921,188048,300,4449,E01004449,Waltham Forest 018E,{E3AB4004-CF3C-4855-BA90-22EE2E1F1630}
536783,192844,300,4450,E01004450,Waltham Forest 006A,{2E62D6AC-F0A6-4417-95D5-41B0354517A6}
537112,193165,300,4451,E01004451,Waltham Forest 005D,{9305E48D-E29F-4E4B-9895-7B28B7727D7B}
537120,192683,300,4452,E01004452,Waltham Forest 005E,{72BC82AA-F86E-4320-B031-73C665C14750}
536590,192351,300,4453,E01004453,Waltham Forest 006B,{DD0D3FE0-1765-4C0E-B66D-A657574ACA06}
537077,192239,300,4454,E01004454,Waltham Forest 006C,{E32A028F-A656-485A-A0D1-B3F66DDC98D8}
537133,191862,300,4455,E01004455,Waltham Forest 006D,{236461D3-BB87-48FB-B75A-5F97A13F383B}
536723,191832,300,4456,E01004456,Waltham Forest 006E,{8F47FB35-D572-4123-BB35-586F4CE9EBF0}
536887,189763,300,4457,E01004457,Waltham Forest 012B,{4BC16D02-0751-43F4-9F33-E4184C3F21C2}
536539,189675,300,4458,E01004458,Waltham Forest 012C,{C11621FC-657C-4B01-A6B2-82E9C246D757}
536712,190050,300,4459,E01004459,Waltham Forest 012D,{817171CF-445B-4B66-B7AB-C753A80667C6}
537280,189892,300,4460,E01004460,Waltham Forest 011D,{6ABF84DC-0B4F-4BD9-880F-E7720037444B}
536111,189608,300,4461,E01004461,Waltham Forest 014E,{D81F9F1C-B1F8-46FC-8D2E-52E91416C5E2}
536918,189464,300,4462,E01004462,Waltham Forest 011E,{B3A20E6F-DEAE-43AB-BB4E-285E7AC70182}
536987,190161,300,4463,E01004463,Waltham Forest 012E,{3B11CD8E-0D7A-4ADC-9689-E11EE25F9F61}
538254,189387,300,4464,E01004464,Waltham Forest 013C,{BF6FEEE5-70CF-469D-9A58-771F1693B625}
538416,189062,300,4465,E01004465,Waltham Forest 015B,{6D530DDD-F3AF-42EC-AF7A-34B4A7CC8F17}
538144,188823,300,4466,E01004466,Waltham Forest 015C,{A49F02FB-45B0-4FC9-8BC4-28C2C56795FF}
538561,188866,300,4467,E01004467,Waltham Forest 015D,{1ADD80C8-097D-4F3B-8C90-939256BB0292}
538948,189335,300,4468,E01004468,Waltham Forest 015E,{0CAA29BB-97B9-49DE-8C3F-3C374C58B16E}
538735,189947,300,4469,E01004469,Waltham Forest 013D,{657773EF-95D1-4EE1-98D2-7D797508AA08}
538266,189720,300,4470,E01004470,Waltham Forest 013E,{EF5D2AE4-CFA3-4296-801E-9BA6266A7BD1}
538582,189661,300,4471,E01004471,Waltham Forest 013F,{A79004E8-1EC4-4BEE-A582-BBAF15FA838E}
528530,173874,300,4472,E01004472,Wandsworth 021A,{C65252D4-3987-45BB-AD6F-4716F8B7DD88}
528872,173610,300,4473,E01004473,Wandsworth 026A,{16183805-0A5E-4D6C-8C16-B3CD6E2BD505}
528627,173523,300,4474,E01004474,Wandsworth 021B,{58D1B230-9D6C-4D37-875B-378991187D31}
528892,173217,300,4475,E01004475,Wandsworth 026B,{84E0764E-CB08-458E-B50E-EC02C6632B56}
528679,174104,300,4476,E01004476,Wandsworth 021C,{F130C874-026A-4518-923E-D7511C01239F}
528283,174348,300,4477,E01004477,Wandsworth 017A,{B125A4F3-EB7D-48CF-8DC5-B287B3565C3C}
528067,174407,300,4478,E01004478,Wandsworth 017B,{BA1FBEB4-938A-484D-A150-6195F5AFBA82}
527996,173969,300,4479,E01004479,Wandsworth 017C,{9763DDA1-B3EE-4621-8B57-E42E8034F4CB}
528976,174011,300,4480,E01004480,Wandsworth 026C,{839AAFCD-65D9-4655-8590-0DB61F9242DA}
528107,172212,300,4481,E01004481,Wandsworth 029A,{025E2C90-E8DC-4A36-A307-5C5F07A92429}
528349,172032,300,4482,E01004482,Wandsworth 030A,{7F2FC63F-40E3-49CC-AE68-4150FCB4890E}
528517,171717,300,4483,E01004483,Wandsworth 026D,{781663E6-4BE9-4272-9115-F479154EA1AB}
528946,172868,300,4484,E01004484,Wandsworth 026E,{4AC3270A-7934-4F11-A2DE-21406C57879B}
528534,172842,300,4485,E01004485,Wandsworth 030B,{3A9F77DE-8E4A-4AB1-B34B-E03C79B9E0BB}
528988,172505,300,4486,E01004486,Wandsworth 026F,{96A885A9-B1C7-410E-AA95-0F9867B49C16}
528737,172594,300,4487,E01004487,Wandsworth 030C,{8F82B153-5B33-46A6-A7E6-0FFDA3382645}
528422,172559,300,4488,E01004488,Wandsworth 029B,{E6340E6D-957C-4CC2-B4C6-607542E9982A}
528445,172310,300,4489,E01004489,Wandsworth 030D,{946C2DE8-B69A-49B5-B112-12400D0A5EEA}
526293,172434,300,4490,E01004490,Wandsworth 031A,{62AF5F19-B737-40DE-995C-91A2B6E80E9D}
526715,172244,300,4491,E01004491,Wandsworth 031B,{F5ED9652-6FF7-4CBC-AA07-123E73D94F14}
526319,172138,300,4492,E01004492,Wandsworth 031C,{8884A3E6-2F21-4B3A-BAA9-665575122859}
526004,173574,300,4493,E01004493,Wandsworth 019A,{FB8C55E3-308C-4FCE-8BE5-27AD4AC9C638}
525909,173859,300,4494,E01004494,Wandsworth 018A,{6E8BAF55-FC85-4051-9E13-D4B493604760}
525832,173301,300,4495,E01004495,Wandsworth 024A,{23CE73AD-099E-47DF-B139-B415E998EEA3}
526101,173024,300,4496,E01004496,Wandsworth 024B,{530824D5-DF5F-42FD-8D32-78FF10EA82EC}
526463,172851,300,4497,E01004497,Wandsworth 024C,{A4C7F5E8-0787-48F5-BE7A-622ECCFDBC72}
526186,172703,300,4498,E01004498,Wandsworth 031D,{40184248-1570-4447-8D9D-71D43F0A9A1E}
524837,174660,300,4499,E01004499,Wandsworth 020A,{6BE4EC25-D128-4851-9C57-78A68098609D}
523971,174572,300,4500,E01004500,Wandsworth 014A,{FDB9C9DC-8761-4BA4-8678-2200F2DBD278}
523561,174677,300,4501,E01004501,Wandsworth 014B,{5AF3F149-530C-4216-B836-7AFE1C3AF51B}
525085,174386,300,4502,E01004502,Wandsworth 020B,{4876ECC9-F2D4-4988-B0ED-FA38D2FCCA04}
524338,174417,300,4503,E01004503,Wandsworth 014C,{8AA31B4A-5555-4A58-9E98-B110793C6B2B}
524796,174113,300,4504,E01004504,Wandsworth 020C,{509B50EB-EB17-415C-B8C1-33CA4EBA932C}
523881,174098,300,4505,E01004505,Wandsworth 014D,{7118AB4D-C35F-408A-A8FC-773109044BA8}
523866,174938,300,4506,E01004506,Wandsworth 011A,{9F2FF1A3-DB4C-42A5-A974-7DEA3EDD7DDA}
524441,174779,300,4507,E01004507,Wandsworth 014E,{7144C372-A287-425C-9226-41B718D065C7}
526822,175102,300,4508,E01004508,Wandsworth 012A,{7E62AB64-59F8-452E-BEF8-C45E9A60D352}
525597,174956,300,4509,E01004509,Wandsworth 010A,{0417718F-637C-4813-89F3-B4BC5987D6C1}
526364,174901,300,4510,E01004510,Wandsworth 012B,{F6E883E8-5C6A-40BB-87B2-CEEB97920A22}
525067,174846,300,4511,E01004511,Wandsworth 010B,{E0003203-1933-4684-8654-9B49F35FB5DE}
526142,174431,300,4512,E01004512,Wandsworth 019B,{89174BBB-9E97-4775-8E6E-258C431B94FE}
525916,174265,300,4513,E01004513,Wandsworth 018B,{07B08762-6C5F-4BAF-AA0C-03F73D40F2AD}
525998,174833,300,4514,E01004514,Wandsworth 012C,{6B0E0CBC-F1A4-4410-B162-3A06C213F288}
526563,175168,300,4515,E01004515,Wandsworth 012D,{F4681302-E4B4-4705-96E3-A5DFF5378F4A}
528759,171197,300,4516,E01004516,Wandsworth 036A,{AC624FE9-B018-47FB-9623-9936666220E8}
529271,171083,300,4517,E01004517,Wandsworth 037A,{B0B64207-8B1E-4035-B5F1-C8644767620A}
529018,170980,300,4518,E01004518,Wandsworth 036B,{EA5A981D-1A02-4F8D-963A-0BEB1350E8AD}
528230,170940,300,4519,E01004519,Wandsworth 036C,{75A186A1-58D9-40C8-9C53-4021FC3AFFF9}
528580,170848,300,4520,E01004520,Wandsworth 036D,{7FDE8D26-0B91-460B-82EB-1F942E9215A0}
529295,170710,300,4521,E01004521,Wandsworth 037B,{8B4D35FD-AC49-4DEE-A33B-0A5CC50BB432}
529018,170609,300,4522,E01004522,Wandsworth 037C,{C6A0E491-B123-4F29-B3CF-75E583F5E5E9}
529082,171516,300,4523,E01004523,Wandsworth 036E,{AE3187E2-592E-4232-B753-59B162504518}
529369,171505,300,4524,E01004524,Wandsworth 037D,{883376DD-EADF-443D-B68C-D0DD78D169A1}
527612,171318,300,4525,E01004525,Wandsworth 035A,{DEC2760C-FBB7-49CB-9D6A-9907E14BB4F4}
527440,171097,300,4526,E01004526,Wandsworth 035B,{6EE824C9-0F38-4878-B778-D101C2AE2032}
527861,171306,300,4527,E01004527,Wandsworth 035C,{FD25F87E-D9FC-4FD0-8BE5-91B5F700DE68}
528167,171169,300,4528,E01004528,Wandsworth 035D,{3EBAD527-6186-4957-A762-CBF7DDCDDC7C}
527828,170801,300,4529,E01004529,Wandsworth 035E,{5887D3F5-F24F-40EC-AE1E-53E37B9877D4}
527493,170850,300,4530,E01004530,Wandsworth 035F,{526E89B9-CA64-40B2-B4EE-58BC8A6C4920}
527913,171644,300,4531,E01004531,Wandsworth 033A,{ED3835F0-BB8D-4505-8FD4-ED022D02C46E}
528314,171562,300,4532,E01004532,Wandsworth 032A,{ACC14E03-9E8B-46FB-A09F-C1414B0D5781}
528102,171435,300,4533,E01004533,Wandsworth 033B,{64E56EA9-497C-492C-A2C4-C2CB8BE86C10}
527383,176114,300,4534,E01004534,Wandsworth 008A,{0C5E5010-FEEA-41B7-A232-8C40AA05EC9C}
526862,175785,300,4535,E01004535,Wandsworth 007A,{4B68A2A8-57E2-4516-A3DB-5CD0E53183FB}
527177,175801,300,4536,E01004536,Wandsworth 008B,{AA7FB57D-8FB7-473A-92FA-71F4CA222C55}
526754,175584,300,4537,E01004537,Wandsworth 007B,{4AE3A722-BADD-440D-8FB5-BF6FA87B2301}
526508,175436,300,4538,E01004538,Wandsworth 007C,{21FF2285-EF33-41CD-A5CF-C4B057A7F87F}
528092,176431,300,4539,E01004539,Wandsworth 003A,{7974C33C-C903-402C-9403-9F860C750F88}
527748,176388,300,4540,E01004540,Wandsworth 003B,{E0DAACFC-3637-44D5-B8A4-D25C80B170A5}
526975,176003,300,4541,E01004541,Wandsworth 007D,{325FAED9-C6E0-4C0E-B832-7862C7B8B360}
527940,173528,300,4542,E01004542,Wandsworth 021D,{122838B2-E6EA-4020-B69D-9535489053A5}
527743,173225,300,4543,E01004543,Wandsworth 027A,{31A54687-DDA0-439B-B81E-9470E5E99EF3}
528241,173516,300,4544,E01004544,Wandsworth 021E,{6578938E-0D92-4B15-A6A1-D231B9FE526A}
528370,173090,300,4545,E01004545,Wandsworth 027B,{4EA9AA93-DE48-4FD9-B98E-0DF334D07A1B}
528015,172955,300,4546,E01004546,Wandsworth 027C,{7D660E47-E756-46B5-B13E-04C0AEF81E92}
527769,172958,300,4547,E01004547,Wandsworth 029C,{5EF03BD1-656C-4182-94C6-F15270CDEFF2}
528107,172730,300,4548,E01004548,Wandsworth 029D,{EB701EC0-803D-4E69-86A7-ADDD4C76DCDF}
527655,172634,300,4549,E01004549,Wandsworth 027D,{06BB552D-1A46-404E-9F46-0C14D4D5F647}
528170,173795,300,4550,E01004550,Wandsworth 017D,{68902A59-892B-45D4-A8DF-BA4D4C45002C}
527243,175282,300,4551,E01004551,Wandsworth 012E,{93EA2073-E5AD-41E7-8C0D-174D9B7CAE50}
527505,175137,300,4552,E01004552,Wandsworth 008C,{5DD301D7-FB39-4A3D-8F04-E123CEAB408A}
527285,174946,300,4553,E01004553,Wandsworth 015A,{781EB65A-AB23-40BC-A436-30AFDFD73208}
527806,174986,300,4554,E01004554,Wandsworth 009A,{EB1AF03A-0631-42CF-B345-035C8304F809}
528077,174745,300,4555,E01004555,Wandsworth 017E,{7CB7722E-C4CE-490A-A777-A37AE39477B3}
527750,174767,300,4556,E01004556,Wandsworth 009B,{DD71DB03-2A93-4309-9CA8-8DC08B3000E3}
527458,174592,300,4557,E01004557,Wandsworth 015B,{9E7762A3-C5C9-4477-8740-1E1FEAC88E3E}
527715,174462,300,4558,E01004558,Wandsworth 015C,{9F4BB64D-281D-4DED-96B4-4D25C37E6B7F}
527733,174181,300,4559,E01004559,Wandsworth 015D,{68F00BE0-574F-4E6E-AB8F-BC9BECB0F585}
528031,176653,300,4560,E01004560,Wandsworth 001A,{C8BFEB6D-C9F3-4BAD-B007-F73AC7B45B65}
528799,176910,300,4561,E01004561,Wandsworth 002A,{956AE89A-8E88-4E2F-BC4C-0A784823F96F}
529597,176854,300,4562,E01004562,Wandsworth 002B,{5A54A145-D774-4808-A865-8751DED1BBAC}
528424,176588,300,4563,E01004563,Wandsworth 002C,{5C1B26B8-D7D7-4031-8095-0CE5735979AE}
528724,176337,300,4564,E01004564,Wandsworth 002D,{C3609130-1373-4001-8275-8A6EE76219DE}
528617,176125,300,4565,E01004565,Wandsworth 005A,{B15D3D9C-5E26-4EED-80D0-28531A816D57}
528468,176883,300,4566,E01004566,Wandsworth 001B,{1E580E30-8501-4A9C-B0F1-CFD062C45295}
529291,176913,300,4567,E01004567,Wandsworth 002E,{5E7EB11C-F350-49EF-BD80-0023204B96E0}
522021,173990,300,4568,E01004568,Wandsworth 013A,{F14897C9-2933-4CD2-AE87-28461213AD58}
522176,173865,300,4569,E01004569,Wandsworth 023A,{0C93AD5C-326C-4A4A-B165-86DA8F2F196A}
522231,173453,300,4570,E01004570,Wandsworth 023B,{76EAB483-290C-4A0A-9D22-6AD8FA435D02}
522460,173381,300,4571,E01004571,Wandsworth 023C,{5148E2C0-3079-45B3-8DA4-66180690718A}
522858,173498,300,4572,E01004572,Wandsworth 016A,{0FD55A60-0412-46AE-8335-FF4C8526F71D}
522083,172563,300,4573,E01004573,Wandsworth 023D,{540FCEE1-E21C-43DA-813E-69ED0C360D39}
521759,174174,300,4574,E01004574,Wandsworth 013B,{9CBF00EB-E617-41DD-A020-4476FD10CC59}
521627,175322,300,4575,E01004575,Wandsworth 013C,{8B825B62-59CE-4223-A7B3-5C44B2733386}
521428,174655,300,4576,E01004576,Wandsworth 013D,{CA43DB36-1B48-45BD-9FE9-965767CAAEE3}
527491,176702,300,4577,E01004577,Wandsworth 003C,{63192143-9704-473F-8EC0-842194E2EC75}
526725,176126,300,4578,E01004578,Wandsworth 004A,{04C972DE-C063-4D93-B579-5D04D8A73DAF}
527298,176490,300,4579,E01004579,Wandsworth 004B,{A8182E7E-82D9-449B-9059-70E15287B790}
527087,176399,300,4580,E01004580,Wandsworth 004C,{853A5DE8-B341-4ADB-9046-37B9EB178746}
526882,176680,300,4581,E01004581,Wandsworth 004D,{0B4C0BD7-FB99-42A7-9539-BF71AC5397D2}
527410,177086,300,4582,E01004582,Wandsworth 001C,{BB035535-0210-45B3-B831-D3B952DA6DEB}
526998,177011,300,4583,E01004583,Wandsworth 001D,{6C49471C-08F8-4B3F-9F8F-C5C81BD040AF}
527182,176792,300,4584,E01004584,Wandsworth 003D,{15BA7E4E-1F43-41EA-9DAF-44EF61C94F34}
527800,175752,300,4585,E01004585,Wandsworth 008D,{66E9AD7F-DF32-4FF1-8988-BC46740E41DE}
527949,175392,300,4586,E01004586,Wandsworth 009C,{733F4C67-93ED-4E29-918E-89F88BFC2100}
528409,175403,300,4587,E01004587,Wandsworth 009D,{6D61CB50-D33D-4766-9558-83BA123E0836}
527668,175366,300,4588,E01004588,Wandsworth 008E,{CB0F9D56-492B-42E6-8EB0-97959F994CFC}
528140,175405,300,4589,E01004589,Wandsworth 009E,{0E6BA7AC-980F-4323-AAD1-164A79EDCD47}
528351,176010,300,4590,E01004590,Wandsworth 005B,{AB9FC626-50EE-495A-8995-07403AE225DE}
528295,175704,300,4591,E01004591,Wandsworth 005C,{89C13D88-B694-40C4-9486-1D65BF3496B0}
528086,175922,300,4592,E01004592,Wandsworth 005D,{477FB6AD-3862-4C27-8F01-F632127DD90F}
525198,173709,300,4593,E01004593,Wandsworth 025A,{51E9AC63-833A-482F-A7AF-D2BF9B1BE3D5}
524844,173620,300,4594,E01004594,Wandsworth 020D,{FF29EA89-5E8C-4C36-87FD-65308138B0C4}
525132,173375,300,4595,E01004595,Wandsworth 025B,{05D6CFE8-8046-4252-94F8-E08E32BF7EEC}
524924,173142,300,4596,E01004596,Wandsworth 020E,{F59BFC3F-2207-4989-8FF9-8FAE3160D6F9}
525305,173020,300,4597,E01004597,Wandsworth 025C,{CA7D650B-B624-48B0-B72E-6FB7D284BEE9}
525626,172969,300,4598,E01004598,Wandsworth 025D,{12AC41E9-90B2-449A-8F99-38362C29F682}
525008,172831,300,4599,E01004599,Wandsworth 025E,{10D0F37B-B3D8-40B0-B75D-D729C105898B}
525540,174483,300,4600,E01004600,Wandsworth 018C,{1C329BBA-4803-4418-ADE8-057667C04942}
525297,174085,300,4601,E01004601,Wandsworth 018D,{06D8FB42-0AF8-418F-B0BE-6CC1C4B56BE4}
524331,175212,300,4602,E01004602,Wandsworth 010C,{F0521F4F-FF15-47A3-828A-768CE5281F8A}
524723,175179,300,4603,E01004603,Wandsworth 010D,{1CC93CD5-41F0-4964-BEFD-3635CF260B7E}
523239,175611,300,4604,E01004604,Wandsworth 006A,{FA0CD194-EE5F-42A1-8D0C-4A8B9DAFEC60}
523360,175992,300,4605,E01004605,Wandsworth 006B,{B8991851-1798-427E-BBDE-9299FDB03DE0}
523622,175801,300,4606,E01004606,Wandsworth 006C,{521BFB99-7B47-4211-82C7-AB3D5DF7EE0C}
523635,175450,300,4607,E01004607,Wandsworth 006D,{88943DB1-210F-498D-B54E-A9EB35BD12E1}
523911,175654,300,4608,E01004608,Wandsworth 006E,{CB5A819E-A406-4178-84D7-2058B09F096B}
523977,175229,300,4609,E01004609,Wandsworth 010E,{435F5E78-19D1-49C9-BB67-F25066FEE9EB}
527271,171902,300,4610,E01004610,Wandsworth 033C,{3577758C-267C-461C-84E9-D623B4E13159}
528028,171953,300,4611,E01004611,Wandsworth 032B,{01E2863D-8155-4F38-B5EE-D0B7763340F2}
527603,171977,300,4612,E01004612,Wandsworth 032C,{276D3844-71A6-456B-8572-7FE9182B7373}
527719,171788,300,4613,E01004613,Wandsworth 033D,{4DF425E8-34B4-4735-A404-EC971BA7B954}
526864,171647,300,4614,E01004614,Wandsworth 034A,{8230538A-6FBA-4093-8370-DFC3DE04E79D}
526606,171754,300,4615,E01004615,Wandsworth 034B,{289B1134-D0AB-4699-B55F-EDD8E400A936}
527277,171487,300,4616,E01004616,Wandsworth 034C,{FDB0C6B3-8403-486F-8BBC-A2E1C9A35357}
527060,171163,300,4617,E01004617,Wandsworth 034D,{CAE5805D-9E03-464C-9947-DB7AAB0579DF}
527655,172323,300,4618,E01004618,Wandsworth 032D,{04CE83B6-F86E-45D1-BBE0-BC733E4D2895}
527090,173854,300,4619,E01004619,Wandsworth 015E,{E400D5DB-AD5B-4C76-9F61-F49A20C156C0}
526211,174120,300,4620,E01004620,Wandsworth 019C,{BF0F1C40-D457-4E06-A015-DD7A4250BAEC}
526562,174156,300,4621,E01004621,Wandsworth 019D,{DA6FB90F-630F-4C97-B3BF-671979528AD7}
526916,174025,300,4622,E01004622,Wandsworth 024D,{47F91C3E-8B7A-480D-9A94-F337FC919A42}
526241,173744,300,4623,E01004623,Wandsworth 019E,{AD3CF349-ED8D-4C10-8CB6-2C13068402C8}
526745,173255,300,4624,E01004624,Wandsworth 024E,{C4D83B94-9361-4683-80DD-2F1C1FB847C2}
526922,173306,300,4625,E01004625,Wandsworth 027E,{55106763-764F-4677-9EA3-5F3535D79B4B}
527348,172795,300,4626,E01004626,Wandsworth 027F,{DB46600D-C239-4D45-AAEE-4056FDDB8EB9}
526371,174579,300,4627,E01004627,Wandsworth 019F,{A9654AD2-B9B0-4820-983E-59FD2F7AC445}
524208,173908,300,4628,E01004628,Wandsworth 022A,{07EFDEA8-52CF-445D-ACE1-553334BE6D64}
524501,173488,300,4629,E01004629,Wandsworth 020F,{CC3F52E0-C0AA-4E10-AFE5-CD04D82D354A}
524019,173641,300,4630,E01004630,Wandsworth 022B,{F401194B-CF77-4D7A-9C6A-B6D4810D85BB}
523841,173383,300,4631,E01004631,Wandsworth 022C,{480F1567-31D6-4CF5-B87D-792C9A457C8B}
524543,173007,300,4632,E01004632,Wandsworth 028A,{27BED4FF-5C82-4216-BD8F-002199EC67FF}
524260,173424,300,4633,E01004633,Wandsworth 022D,{EC004764-3256-489F-A0C6-471A00A2FA11}
523742,173060,300,4634,E01004634,Wandsworth 028B,{3CB769E9-2605-4100-9A93-951BD1A934D2}
524121,173095,300,4635,E01004635,Wandsworth 028C,{31C6C160-CE87-480B-9357-F68267ABD0A4}
523771,172776,300,4636,E01004636,Wandsworth 028D,{9020D0D4-0F15-4A82-BFEA-D3BA4498745D}
524111,172670,300,4637,E01004637,Wandsworth 028E,{80638645-5C90-4FD9-BCD2-7A5F10A0D390}
523048,174789,300,4638,E01004638,Wandsworth 011B,{BFE85ADD-4307-46AA-BCE7-B47487F2E31E}
522836,175261,300,4639,E01004639,Wandsworth 011C,{96B5B476-95BB-4198-9CDC-3E652EEEB331}
523246,175183,300,4640,E01004640,Wandsworth 011D,{FF77E1E5-DD60-45E6-8766-0ECE12D34C36}
522309,175214,300,4641,E01004641,Wandsworth 011E,{5233C7CA-D04C-4B7F-A973-11505C814EB6}
522412,174828,300,4642,E01004642,Wandsworth 016B,{F8908C3A-A67F-48F0-B076-AD3F27FD054D}
523416,174321,300,4643,E01004643,Wandsworth 016C,{3B16288C-430F-4078-B5CE-2F4AC4FCDCF2}
522616,174425,300,4644,E01004644,Wandsworth 016D,{E5B15448-52F5-42E0-AD07-F66DE78256D5}
523023,174281,300,4645,E01004645,Wandsworth 016E,{4B7F8030-27C2-4D0C-8D3A-720D9D45A4A7}
526277,183624,300,4646,E01004646,Westminster 002A,{DDF88EFB-E538-45BD-85AC-ACCA3DAC8F5A}
527020,183420,300,4647,E01004647,Westminster 001A,{B12FF8BD-0C6B-49F0-8012-7BB4CA7980C5}
526041,183273,300,4648,E01004648,Westminster 002B,{044831A3-126F-420F-BF58-CEB598C1F86A}
526656,183512,300,4649,E01004649,Westminster 001B,{D595E8D2-025E-4377-A230-8D58BDD6881B}
526336,182951,300,4650,E01004650,Westminster 002C,{F29AF44E-3442-4BEE-A061-AA355F1B0F41}
526498,183101,300,4651,E01004651,Westminster 003A,{68CE2971-69B8-43E3-A1DF-42A4F085E3AE}
525807,181318,300,4652,E01004652,Westminster 017A,{A7BEA773-27E6-4E37-B6F3-3E836F11D415}
525186,181228,300,4653,E01004653,Westminster 014A,{CA87A815-B8CC-400C-BA05-C6D97B34C175}
525514,181175,300,4654,E01004654,Westminster 014B,{8B9D3858-D868-49A3-94C5-665E31B43EDE}
525336,181443,300,4655,E01004655,Westminster 014C,{A6C9AD54-17FA-443F-B4F4-7E25AF9D17A9}
525880,181430,300,4656,E01004656,Westminster 014D,{3BB4CD9E-C4D8-4AD0-AE9F-6531FA16D7B9}
527824,181352,300,4657,E01004657,Westminster 012A,{C272E60B-158C-4B5D-B330-D7CAA793B0EF}
527582,181285,300,4658,E01004658,Westminster 012B,{EF1CE981-3930-40F7-B64D-D1497D5D4203}
527546,182201,300,4659,E01004659,Westminster 008A,{D030B89E-6F97-4868-A44C-F1F15511A56A}
527825,182001,300,4660,E01004660,Westminster 008B,{938DB622-CCCF-4433-B3F7-F7888BA7AD92}
527410,181660,300,4661,E01004661,Westminster 012C,{1F95C4A1-8526-4499-A0B0-E884412ACE06}
527710,181879,300,4662,E01004662,Westminster 012D,{8C21E3A1-78DF-489B-9E26-9A2DC300CA94}
527509,181514,300,4663,E01004663,Westminster 012E,{E8C95B40-3EB5-4FC5-A7C1-CE41CC9B404D}
528671,178157,300,4664,E01004664,Westminster 023A,{1A4EA65C-D8B5-400B-AFB1-74CD0E200822}
529131,178024,300,4665,E01004665,Westminster 024A,{B60407D1-A65E-4680-810D-37D668B7C5D4}
528465,178572,300,4666,E01004666,Westminster 023B,{C7631D73-6888-47A9-B32C-5B218A1096D1}
528444,178352,300,4667,E01004667,Westminster 023C,{F0874086-08C8-41A7-9B37-EF0B1029A863}
528921,178102,300,4668,E01004668,Westminster 023D,{BE21A90F-DDE7-4F79-8437-6E0ED8A7301D}
529300,178044,300,4669,E01004669,Westminster 024B,{E388709C-4FDC-4859-B49A-B0F87B8E72CF}
527261,182407,300,4670,E01004670,Westminster 009A,{FC702C2D-458F-465E-8B50-EE57469F3199}
527134,182138,300,4671,E01004671,Westminster 009B,{9EB58ECD-F8E4-4536-A815-2B867DA8799D}
