X,Y,Z,OBJECTID,lsoa01cd,lsoa01nm,GlobalID
515813,185636,300,606,E01000606,Brent 016B,{28E4B44E-6654-49A4-9FAF-7047E87AE5AD}
517173,185489,300,607,E01000607,Brent 013C,{8B8CA94D-2930-4DD0-AD2C-5855E976DAEC}
516670,185624,300,608,E01000608,Brent 013D,{1C274204-0D3C-4F44-9048-ECFC1DE68BAB}
516300,185475,300,609,E01000609,Brent 016C,{029EB49C-1B56-4E8E-9E2D-FBE2F85AFE5E}
517599,185392,300,610,E01000610,Brent 019A,{5079DC41-B31E-40CA-B9FC-F6D59014DB71}
516762,185147,300,611,E01000611,Brent 016D,{6B9338AB-25D9-4576-96D1-453934D92EA9}
517232,184841,300,612,E01000612,Brent 019B,{34D43BC6-DB76-4215-9D9F-3AF54774162B}
517518,185993,300,613,E01000613,Brent 013E,{BF30C83F-A6E4-43B1-AA56-5B73FB0731EB}
518884,185932,300,614,E01000614,Brent 017A,{10016AB5-95AF-4309-A07F-A10AAE315ADC}
519816,185673,300,615,E01000615,Brent 017B,{29F117E9-BCED-421B-9066-A623B9B3CE72}
518681,185548,300,616,E01000616,Brent 020A,{F41BDCF5-196B-4044-BD99-D4A1E905DBC3}
519273,185086,300,617,E01000617,Brent 017C,{D235DA8D-002D-4441-82DA-5C34C66A59CD}
519649,184901,300,618,E01000618,Brent 017D,{B0A54C32-76D2-4459-8D7C-F432137B6C8D}
519929,185026,300,619,E01000619,Brent 017E,{9C425E84-3105-4225-A959-6922EB2927BB}
519203,184727,300,620,E01000620,Brent 020B,{9D5876C9-2CDF-471D-9035-4DE8806CD4F0}
519671,184486,300,621,E01000621,Brent 020C,{5E8DDD6F-E39D-4FBB-9470-404DEB793C04}
520920,186592,300,622,E01000622,Brent 010D,{1EA04B1E-51E4-44D8-A40E-99EFE136DED2}
520345,187337,300,623,E01000623,Brent 005C,{B6132AC6-EF69-4ABA-8ABE-440F949A33EE}
520879,187466,300,624,E01000624,Brent 005D,{943987A2-5DBA-4B07-A291-5B3FBCFF0EF1}
520458,186903,300,625,E01000625,Brent 009E,{799F8B9A-9501-447C-9284-EF3C4D04A8C4}
520746,186298,300,626,E01000626,Brent 010E,{C089BC35-732A-475B-B023-36CFDC9850B1}
520949,186146,300,627,E01000627,Brent 014E,{850FC965-5EB2-40F2-9110-167E0B757F0D}
521188,185742,300,628,E01000628,Brent 014F,{DE0A24A2-59FE-48C8-A6A9-54C6233FDCA5}
520716,187746,300,629,E01000629,Brent 005E,{B1C83E18-17CC-4039-9967-A09C09C09690}
518323,184870,300,630,E01000630,Brent 026E,{D88DD2F0-5F75-4985-8286-9EAE568F78AF}
517748,184646,300,631,E01000631,Brent 019C,{BDFB88EB-C6B1-4327-8125-19E74283EFDF}
518000,184290,300,632,E01000632,Brent 029E,{2EF6A376-40A9-476C-9B73-2F1C8A3C082D}
517993,184754,300,633,E01000633,Brent 019D,{90A5249A-158D-480A-BC54-F50265B984E7}
517849,185404,300,634,E01000634,Brent 019E,{7BF8ADDF-9D2D-43B1-BDB6-82C7B17054BF}
518237,185278,300,635,E01000635,Brent 020D,{3081EBC9-D199-42DC-B34D-EEF176C8C34B}
518823,185028,300,636,E01000636,Brent 020E,{A93668CD-B213-4003-AC08-C55BEC643F38}
522670,184878,300,637,E01000637,Brent 022B,{146EC120-7E6D-44A4-9F3B-22742BFC9F02}
522177,184883,300,638,E01000638,Brent 024A,{689CB91D-6374-433F-906E-2BA2A2F0373C}
522976,184838,300,639,E01000639,Brent 022C,{C9CD5759-A837-40D4-A39F-0752652D1B4C}
522380,184643,300,640,E01000640,Brent 024B,{EC605ED6-F704-4A32-A90B-4FD57D66FD85}
522295,185009,300,641,E01000641,Brent 024C,{2421EEB3-5CE9-4B31-AEA1-092D8395C0CD}
523210,184707,300,642,E01000642,Brent 022D,{E34BB3D2-E1A0-4F64-9798-095FAF6C30D9}
522426,184197,300,643,E01000643,Brent 024D,{055F6F5D-764E-48FB-9CD3-07CF21AFF2F8}
522652,184495,300,644,E01000644,Brent 022E,{A3A2BE97-A3DF-49F9-87BC-33426BF00587}
542399,169735,300,645,E01000645,Bromley 007A,{08091B37-5DF5-4AC9-BCBA-E6851DED8030}
541350,169443,300,646,E01000646,Bromley 016A,{1B6E3FE6-834F-45A8-8056-B18DBB6F7F33}
541461,169099,300,647,E01000647,Bromley 016B,{D35912A7-BF2F-4A06-8EA3-6B63D7EAB270}
541839,168882,300,648,E01000648,Bromley 016C,{6C7DA818-7C94-42A1-A330-7C0FB6DB2EEE}
542935,169079,300,649,E01000649,Bromley 007B,{81306D93-CD5F-426F-8CC8-D6017534C43F}
542745,168354,300,650,E01000650,Bromley 022A,{9025F4DA-AC63-4B02-A55F-BF3121C938CD}
542212,168403,300,651,E01000651,Bromley 020A,{E3517FDD-5BE3-4577-80BE-7E5F931C5FBF}
542655,167872,300,652,E01000652,Bromley 022B,{E456B69C-A671-4BF0-9385-C5AA8589BF4B}
541791,169952,300,653,E01000653,Bromley 016D,{120A189B-A35F-4617-AD85-D8D20F5BCF50}
541464,158363,300,654,E01000654,Bromley 039A,{2E2925E2-B0C9-4B7D-9BF5-F691DB91C7D0}
541044,158206,300,655,E01000655,Bromley 039B,{6D5DFB8A-7EDD-40F6-8710-AD220CEDB9FB}
541303,159573,300,656,E01000656,Bromley 039C,{8B0F1D96-0A1F-45BA-89D7-003B2A2B4AF8}
541717,159089,300,657,E01000657,Bromley 039D,{D1115E69-96AA-4376-A34E-67C59631543A}
542171,159211,300,658,E01000658,Bromley 038A,{9E6FDC7D-5FEC-4CBC-9159-5AD944236206}
541279,158826,300,659,E01000659,Bromley 039E,{6852FA26-C862-4C72-8095-801D587E0501}
542098,158550,300,660,E01000660,Bromley 038B,{D34C38AC-C2F3-48C5-811A-F6BBEB1B325D}
542212,167138,300,661,E01000661,Bromley 026A,{758C64A4-AC80-40DD-8772-8AF0AFC9E0EF}
542682,167465,300,662,E01000662,Bromley 026B,{37B29DA5-D367-419D-9C2B-8D3FA7D55E23}
543470,167170,300,663,E01000663,Bromley 026C,{9BAF7DD5-6941-4CBB-823E-0DABCD78654C}
542977,166641,300,664,E01000664,Bromley 026D,{99C560C3-C3AF-4E92-9330-4749D856347F}
542440,166040,300,665,E01000665,Bromley 033A,{FED27B4A-20E5-4428-990F-87308AC6153E}
541665,164680,300,666,E01000666,Bromley 033B,{B71FD5DB-8E0C-4D71-B2A2-44DB3B2D5BAC}
542436,165174,300,667,E01000667,Bromley 033C,{AE5E96FB-2234-4E40-90E7-F8D53BF59932}
541731,167978,300,668,E01000668,Bromley 020B,{E76F1787-9E4F-47F6-ADE3-639B92306121}
541930,167717,300,669,E01000669,Bromley 020C,{6BE22ABE-DFBE-4629-A599-E544A0508A78}
540315,168207,300,670,E01000670,Bromley 018A,{6E4CCCBC-34C4-434D-910A-8E1BBD148679}
541125,168339,300,671,E01000671,Bromley 020D,{19C40098-7333-4E7B-896B-DE354FEDADD9}
539373,170315,300,672,E01000672,Bromley 011A,{32DDEC2B-285F-442B-8797-38E8FD6454E9}
539155,169829,300,673,E01000673,Bromley 011B,{09ACF5A1-B65C-43B3-9849-06B401445512}
539699,169886,300,674,E01000674,Bromley 008A,{8D2C061C-6EE6-425A-9A0E-4D99CE5C6C7E}
540606,169171,300,675,E01000675,Bromley 018B,{6A190D46-A1CB-4197-B076-DB112DC89451}
540135,169634,300,676,E01000676,Bromley 008B,{1C5C3F65-BAF0-4D43-9B61-4A420053A953}
539772,169106,300,677,E01000677,Bromley 018C,{EF7FCEB3-38FB-43A3-9953-6DFF2E843CB9}
540936,168777,300,678,E01000678,Bromley 016E,{5FDEEC05-2EC2-4769-B488-1505B31D7E0B}
541512,168386,300,679,E01000679,Bromley 020E,{DE1C6555-9FC8-43CF-96DF-2B9396B99A6E}
547498,162963,300,680,E01000680,Bromley 037A,{8EA71825-46DF-4084-A490-70C2DAFB1CC7}
545437,165180,300,681,E01000681,Bromley 035A,{BFB9D362-E385-4574-B994-EDB24FDD6388}
545224,164568,300,682,E01000682,Bromley 035B,{80A58497-F3C6-4EEE-BE10-B42E8ABD3716}
545551,164900,300,683,E01000683,Bromley 035C,{BAB34CB3-2190-4EC1-99AD-55FAA127650B}
546211,164367,300,684,E01000684,Bromley 035D,{CAADACBB-438D-4995-AD70-CA752A74F501}
546730,164245,300,685,E01000685,Bromley 037B,{3FB3C6C6-882E-4B89-BB39-B731662FBD67}
545771,164185,300,686,E01000686,Bromley 037C,{0C11DB98-6B79-4E4A-8211-2DB11F8B2368}
545834,163598,300,687,E01000687,Bromley 037D,{D0C3690C-52FE-4AAB-894B-547EBE15E299}
546476,163554,300,688,E01000688,Bromley 037E,{FA653631-8F8A-40F4-86CF-408092FEB7F4}
544357,171625,300,689,E01000689,Bromley 002A,{2CDE6B73-C034-4449-AA8E-BF87D978EDF6}
543898,171372,300,690,E01000690,Bromley 002B,{A6BB85D9-B320-420F-B25A-20C48945ED4F}
543497,171372,300,691,E01000691,Bromley 002C,{C1C7DBB1-5577-44B4-B553-56EE8BC824C3}
544057,171096,300,692,E01000692,Bromley 002D,{841D1320-7869-4C5E-9366-096205F3816E}
544917,170206,300,693,E01000693,Bromley 010A,{DA16D547-89B6-4B32-830B-65DEADBFE9CB}
542644,170796,300,694,E01000694,Bromley 007C,{0BA34600-982C-4C64-8249-906C7E5F5D66}
543299,170649,300,695,E01000695,Bromley 007D,{EB878908-4288-47F4-B867-DE4005342DB6}
544141,170048,300,696,E01000696,Bromley 007E,{398929AF-1914-437A-89E4-1B94B3A55468}
543239,169752,300,697,E01000697,Bromley 007F,{1CEEB4BA-BF37-4E2D-ADD6-3D4252435552}
545697,168698,300,698,E01000698,Bromley 010B,{760CC26D-F8AD-48D9-9EC9-E4DB8FAC77B2}
535044,169277,300,699,E01000699,Bromley 015A,{FCAF6D64-F908-49A1-A44F-34C8E30C8B29}
536021,169295,300,700,E01000700,Bromley 013A,{A8A7084D-0759-4DED-9433-7AF47236CFEE}
535523,169277,300,701,E01000701,Bromley 015B,{7D23FE96-68FB-4E42-ADC9-9748C26DAB44}
535917,169567,300,702,E01000702,Bromley 013B,{236C62EA-7019-4D65-B314-7CBD1A3AE395}
536569,169349,300,703,E01000703,Bromley 013C,{E851FAF8-2C63-4232-8DE6-56843E27F3DC}
535146,168949,300,704,E01000704,Bromley 015C,{898A6802-B1FB-4026-BE65-0FAC78213373}
534698,169021,300,705,E01000705,Bromley 015D,{4E79F0F3-41ED-4BAE-9924-D9934E5BC82E}
535674,168918,300,706,E01000706,Bromley 013D,{582E14AA-F9D1-4608-B36A-8607FF578CA3}
536491,169037,300,707,E01000707,Bromley 017A,{4127CE66-4255-47F5-A55C-9B5CAC5925F0}
536231,168689,300,708,E01000708,Bromley 017B,{5A682132-E0EC-4623-A236-D04DFEE8286F}
536868,169744,300,709,E01000709,Bromley 006A,{AD386DA2-CFDE-42CF-8E21-66625F1D3A37}
537300,170381,300,710,E01000710,Bromley 006B,{447A57A6-D744-4230-99AC-3CF31BA94B61}
537036,170180,300,711,E01000711,Bromley 006C,{4091C5E1-E2E7-4757-B989-E6A09269112E}
537806,169963,300,712,E01000712,Bromley 012A,{4D3001A2-96BE-4455-B227-2B2DA0F73C2B}
538395,169882,300,713,E01000713,Bromley 012B,{7B85994A-A095-4631-9A92-1AD018BA6A58}
537408,169576,300,714,E01000714,Bromley 006D,{1C5B8ED2-52B8-46FC-A6B7-FCE898AB5DDE}
538054,169467,300,715,E01000715,Bromley 012C,{D9E1FA49-DBFF-445E-B6F3-3F3B8611BE28}
538462,169247,300,716,E01000716,Bromley 011C,{851C9E32-36B1-49B7-84B9-01D0859D18BC}
538937,169148,300,717,E01000717,Bromley 011D,{37B4C71D-F424-4382-88DB-942A25C01727}
537462,170851,300,718,E01000718,Bromley 006E,{E9A3570D-BBEE-47DB-BF70-743FB1BC0F9F}
547385,168530,300,719,E01000719,Bromley 019A,{D92A8E34-7E4A-4DD9-BBF6-8C354F897877}
548059,168403,300,720,E01000720,Bromley 019B,{E2AA2288-4094-41B2-B142-A9D2282C6D0F}
547594,168091,300,721,E01000721,Bromley 019C,{F80FCBC5-D538-45C2-877E-F7B2F2D281F1}
546666,167737,300,722,E01000722,Bromley 023A,{EB236D6F-3AB4-4EEF-BAAD-7C4FCED9AA1B}
547739,166744,300,723,E01000723,Bromley 029A,{A1ABE6D8-5FC0-493A-9879-FA46D4507247}
547472,167727,300,724,E01000724,Bromley 019D,{2268A1FD-AC52-4FF2-8504-50686AA8EF21}
546863,167241,300,725,E01000725,Bromley 023B,{F6F60041-7A6A-4D31-98A3-276C2E93D486}
547319,167078,300,726,E01000726,Bromley 029B,{E6A3C689-667E-459A-AD84-2283D7927221}
546308,166953,300,727,E01000727,Bromley 028A,{EAA74778-9399-4CDC-9DF4-1B67076BF6E7}
547634,168960,300,728,E01000728,Bromley 019E,{3AC8C796-42A8-4E0D-95DE-D622029D62CE}
546638,169477,300,729,E01000729,Bromley 014A,{2F886721-E4FA-4778-B11F-4FC643BDC4E8}
546594,168507,300,730,E01000730,Bromley 014B,{21B87CCF-7D12-4E68-BCFC-73FE813CAE8A}
546068,168440,300,731,E01000731,Bromley 023C,{5C760109-8EB7-4BBB-9555-5A7623CE9D5B}
545822,167816,300,732,E01000732,Bromley 023D,{638C9B29-EA03-478D-8CFA-C8447ED101EE}
546291,167960,300,733,E01000733,Bromley 023E,{1B9B5658-3277-4CA5-9110-72D21527F37D}
545939,167418,300,734,E01000734,Bromley 028B,{328D320F-C059-4970-B4A4-4681F506B87E}
546592,170151,300,735,E01000735,Bromley 014C,{D9FC2D60-C74F-4517-B27A-09C70F6D781C}
545850,169554,300,736,E01000736,Bromley 010C,{DB66D1CD-9531-4661-9CE1-26819AA8C717}
546117,169359,300,737,E01000737,Bromley 010D,{57B7E5C6-4AF3-420F-95B4-1804C53CA283}
546937,169335,300,738,E01000738,Bromley 014D,{5E59C840-4181-45B0-83CD-ABF6B44C0247}
546639,168941,300,739,E01000739,Bromley 014E,{045FE4EB-D4B8-4F06-B111-5CFB1840940B}
534271,170261,300,740,E01000740,Bromley 005A,{C6A03FE4-E54E-44D2-A76F-AF700D37A101}
534036,170238,300,741,E01000741,Bromley 005B,{CDEF68B2-B851-47DB-A5B8-6700B22B5B4E}
534635,170327,300,742,E01000742,Bromley 005C,{2E0F0B73-DDE9-4694-8DD8-1D1B1679EB50}
534677,169750,300,743,E01000743,Bromley 009A,{D94EBD4B-24CF-4914-9062-E5888C7FF229}
534536,169292,300,744,E01000744,Bromley 009B,{9593E80F-41B7-451F-BB88-A2885D3DB5D9}
534786,171123,300,745,E01000745,Bromley 005D,{423FC270-43CE-4063-8405-B42F111F5D0F}
533769,170454,300,746,E01000746,Bromley 005E,{1CD1C58C-F5EC-4160-BB65-1F54B7178150}
542121,161369,300,747,E01000747,Bromley 038C,{24CF5472-7468-44FD-8549-7A79ECB87CED}
543434,158374,300,748,E01000748,Bromley 038D,{D898E47F-19C7-4038-8302-F37373296029}
544636,162670,300,749,E01000749,Bromley 036A,{A1A76FB1-A3F6-4A21-B745-B768CB05DA1F}
544132,164634,300,750,E01000750,Bromley 036B,{B774F96F-B0C1-4304-BF2C-39C36A3E3E00}
543635,164719,300,751,E01000751,Bromley 036C,{3467F1CA-90B2-4609-B020-D57FEDF2A194}
544597,164441,300,752,E01000752,Bromley 036D,{1E77D94D-20E0-4F0D-A57A-AA431C1C8E2A}
544106,165761,300,753,E01000753,Bromley 031A,{8CA029EA-95A7-430D-9076-A0826730A785}
545053,166236,300,754,E01000754,Bromley 031B,{2002B514-9A23-47D7-8104-962C529A84D0}
544674,166099,300,755,E01000755,Bromley 031C,{8ED005CC-C6BC-42CA-9FB1-6247DE32D9EC}
543467,165483,300,756,E01000756,Bromley 033D,{9EDC3304-4A02-4ACF-A293-E736B398F719}
544604,165459,300,757,E01000757,Bromley 031D,{8AA75C76-121B-4418-9201-3B3D63FB95D1}
545155,165442,300,758,E01000758,Bromley 031E,{2BA44C42-F20A-45BA-A6B0-FA0D50AA578E}
540118,164817,300,759,E01000759,Bromley 034A,{98C61B1C-080C-43FB-9ACA-4A3B64488DCD}
539321,165061,300,760,E01000760,Bromley 034B,{965CDC40-BB54-4AD5-B6B5-F1AF3EE6F36F}
539601,164847,300,761,E01000761,Bromley 034C,{0F2DE0F3-8317-49ED-9AD3-564C61CA5D38}
540105,167605,300,762,E01000762,Bromley 018D,{D82EB2DC-08BE-4F87-9E6B-8589E5D17C4F}
540337,167003,300,763,E01000763,Bromley 027A,{9FC94BE8-6A5A-45FD-B71D-75A55C6C3482}
539920,167102,300,764,E01000764,Bromley 027B,{34E139D4-5BFC-4D9D-B8E4-99012D9D2972}
540556,166095,300,765,E01000765,Bromley 034D,{C3E56477-893E-4E34-BDB7-BFFC5897340A}
539653,166461,300,766,E01000766,Bromley 027C,{E8517A0C-A30D-4CB8-BA4C-DA63F6C8DBD3}
540168,166379,300,767,E01000767,Bromley 027D,{D6D82794-DA37-4848-89BC-D65D604D84EA}
539743,165813,300,768,E01000768,Bromley 034E,{080B2A4C-BF0F-4FAE-9D66-8A6BD0DAFD6B}
537100,167216,300,769,E01000769,Bromley 024A,{5A8F4C69-3B9F-4EDD-932D-22E186559EEA}
537556,168978,300,770,E01000770,Bromley 012D,{AFDA6480-381F-4C53-9577-0035AC9AEC63}
536854,168823,300,771,E01000771,Bromley 017C,{DD02E605-E8DB-461D-A396-D8554E1AF57E}
538027,168946,300,772,E01000772,Bromley 012E,{848CF98F-CB8A-4E4A-B612-2AA5E4C36AAF}
537020,168392,300,773,E01000773,Bromley 024B,{BBD0F889-E15D-484B-96B7-62FEE9A8DEFB}
536486,168332,300,774,E01000774,Bromley 017D,{4809F2E8-4A7F-431E-B3A8-67C94BD0BFD2}
537522,167757,300,775,E01000775,Bromley 024C,{BBE069D2-2F8A-4B63-B2CC-CAD8684B2DE4}
536025,168085,300,776,E01000776,Bromley 017E,{F3E39130-930F-4A2F-AC69-33093B159D7E}
536938,167806,300,777,E01000777,Bromley 024D,{F177B96F-2517-4C6D-9DD6-0FEE99355DC2}
536332,167630,300,778,E01000778,Bromley 024E,{B90A7DAA-2ABE-4294-A0B3-5B1F134FFC26}
541863,172869,300,779,E01000779,Bromley 001A,{B0269293-484B-4AED-B2B0-0B729CC7FD09}
542261,172468,300,780,E01000780,Bromley 001B,{6A502AD8-60AE-4C7F-86CA-92BDA2BB4FD2}
542574,172113,300,781,E01000781,Bromley 001C,{C57E8AFC-4D7B-4911-AD1A-D3BE8CEBE7DA}
542090,171873,300,782,E01000782,Bromley 001D,{93E10273-92B7-4111-B988-3C66CB278DB1}
542570,171754,300,783,E01000783,Bromley 001E,{BFA14011-7C71-49BA-9B35-132FC7DC7840}
542955,171460,300,784,E01000784,Bromley 002E,{446A13B2-2301-425E-82FD-7D746D959E28}
542336,171539,300,785,E01000785,Bromley 001F,{5E6A2925-6C95-4988-AF09-AB2EE68D0216}
547530,165448,300,786,E01000786,Bromley 032A,{F29C56E8-9C95-4683-98CB-B67C35F97961}
547287,166621,300,787,E01000787,Bromley 029C,{A7D57902-16E8-496B-9888-17F6BD3D80FC}
546557,166105,300,788,E01000788,Bromley 029D,{0BD3E62A-E281-4C60-8FAC-1ABAF1825B7E}
547657,166217,300,789,E01000789,Bromley 032B,{3514CCA0-71E0-4317-A36E-2DB4D837DC66}
546011,165871,300,790,E01000790,Bromley 028C,{018B49C1-D8C6-43A7-A448-826E065506DA}
546924,166112,300,791,E01000791,Bromley 029E,{EAFEFA8B-D892-495E-A6DE-8DE3C4394CC6}
547515,165975,300,792,E01000792,Bromley 032C,{4F78287D-F0E1-4B2F-B3E1-36A292E96433}
546621,165484,300,793,E01000793,Bromley 032D,{9A359413-6CEC-457E-B447-76D869ECB730}
546307,165012,300,794,E01000794,Bromley 035E,{A951ED23-5066-4167-BBE7-04155BCDB25C}
546887,164713,300,795,E01000795,Bromley 032E,{C3A13347-027F-4938-A747-9C8FF04AB463}
534992,170036,300,796,E01000796,Bromley 009C,{03BDF740-99BC-49D6-8ABE-B822A29B490C}
536261,169903,300,797,E01000797,Bromley 013E,{72870617-7F71-44A4-8BCC-8F5EDB7725E1}
535331,169993,300,798,E01000798,Bromley 009D,{46FC5162-06F6-42AB-892D-80EF62794DCC}
535664,170013,300,799,E01000799,Bromley 004A,{7D2B7CA4-86BA-4DB3-9C0F-299A14D2B7E2}
534909,169866,300,800,E01000800,Bromley 009E,{7001B1B7-33BC-4AD0-931A-E9073D1A00BC}
535358,169572,300,801,E01000801,Bromley 015E,{EA011960-92E1-4B55-A8A0-B81AA7C279A7}
535306,170759,300,802,E01000802,Bromley 004B,{9A7A59AB-FBF0-414E-822B-039AAD71DAAC}
535533,170949,300,803,E01000803,Bromley 004C,{A5324789-6218-4F6D-B76C-FCA311F865FE}
536139,170719,300,804,E01000804,Bromley 004D,{5220E45E-D929-4871-829E-609DA3005778}
535755,170445,300,805,E01000805,Bromley 004E,{D75423DD-0F49-4D58-94CC-600531CE3271}
535308,170452,300,806,E01000806,Bromley 009F,{D6FF1B6C-F3D8-476A-A3F0-2473B01CAE52}
544503,167885,300,807,E01000807,Bromley 022C,{82A7D96F-B214-439B-8DF7-1B0AF938ABE3}
545217,166986,300,808,E01000808,Bromley 025A,{7545697F-98E5-4146-973D-424C4099961B}
543915,167314,300,809,E01000809,Bromley 022D,{774BB0C8-7C0F-41F4-89C3-AE98D3952E70}
545023,167495,300,810,E01000810,Bromley 025B,{4AB62850-AB83-47B7-B528-F2671F70CD07}
544231,167242,300,811,E01000811,Bromley 025C,{99CDF34A-B8D5-4DE2-9658-8E08A938DE68}
545971,166653,300,812,E01000812,Bromley 028D,{C966DD26-9E6F-4146-B7BD-8896D2D67FCB}
544630,166848,300,813,E01000813,Bromley 025D,{472D24F6-37C0-48E6-AE96-F43C651F5A03}
545528,166316,300,814,E01000814,Bromley 028E,{71BFCF09-876C-4D40-A483-381982248197}
544971,167989,300,815,E01000815,Bromley 025E,{9F25257D-68CD-479E-9895-7D66B76024AC}
540477,171493,300,816,E01000816,Bromley 003A,{F677095E-6387-4DA3-ACB4-836F7B7D75DE}
540006,171145,300,817,E01000817,Bromley 003B,{3C3C752C-8ED8-4FEB-8ED5-772D3B62DAE6}
541004,171408,300,818,E01000818,Bromley 003C,{28A68785-B046-4C19-84FD-8476F2FFB9C5}
540481,170956,300,819,E01000819,Bromley 003D,{F39AD97B-059A-4215-82E4-0031472B3868}
540734,170401,300,820,E01000820,Bromley 008C,{B1DCA91B-4191-42A3-9913-08A9235E2338}
539862,170675,300,821,E01000821,Bromley 003E,{445DCB62-014C-4EC4-983F-C21CC83E0EA9}
539981,170248,300,822,E01000822,Bromley 008D,{D4A867BC-5CA0-4B8D-B465-42F2D56E6BEE}
540604,170022,300,823,E01000823,Bromley 008E,{CAD5C773-A3A2-4715-B0E9-20090B6C1FDC}
540170,169978,300,824,E01000824,Bromley 008F,{3B6CAF26-364F-4E02-A4FB-787EDAEE736A}
540843,169702,300,825,E01000825,Bromley 008G,{E07FD0B9-F385-4096-88A1-B02FD137758A}
538743,167788,300,826,E01000826,Bromley 021A,{17C53D43-3EBF-4E13-8458-D7170FCC5155}
539628,167937,300,827,E01000827,Bromley 021B,{47B2103E-771B-4249-BA17-5874D358DC73}
539183,168881,300,828,E01000828,Bromley 011E,{E5401732-C2E0-43F9-A47B-DC3F3D10B241}
539947,168625,300,829,E01000829,Bromley 018E,{227C6D03-472B-4EFC-9035-B2F7D8EF38F8}
538632,168323,300,830,E01000830,Bromley 021C,{F4BED070-1318-4745-9DF3-995B0E9AC3DF}
539537,168512,300,831,E01000831,Bromley 021D,{81FF3E0D-85E3-42B1-A4E8-80FC327C3F9A}
538623,166488,300,832,E01000832,Bromley 030A,{6EE9E3A7-DEC5-45F0-BFE1-1E2E0B3FE270}
539116,167403,300,833,E01000833,Bromley 021E,{D4CD506F-2C36-4E53-8C20-1837E8F508C5}
539301,166850,300,834,E01000834,Bromley 027E,{CA7615D3-D43E-49BA-A142-2D98076447B9}
538003,166162,300,835,E01000835,Bromley 030B,{49E91A77-4ADC-46D1-92B1-D0ABCDBB0072}
538908,166491,300,836,E01000836,Bromley 030C,{B7A0B497-DC4D-49F0-B157-47664F61DE3A}
537665,166331,300,837,E01000837,Bromley 030D,{5371D5E8-AAC2-4D1F-9201-4E9F5077CA5C}
539059,165880,300,838,E01000838,Bromley 030E,{6F31C0DC-E250-42C4-A744-24A691AB5BA1}
537795,165572,300,839,E01000839,Bromley 030F,{F73058F9-7195-4DDF-ACDD-ECA3F7D0F56F}
538499,165349,300,840,E01000840,Bromley 030G,{CBFF3D22-D7D8-4718-9E6C-7F41B5F87916}
538308,165711,300,841,E01000841,Bromley 030H,{2F43BD60-6CE6-45BA-BC5E-C60A4AD9FE4B}
527156,184716,300,842,E01000842,Camden 011A,{6511B50E-6B59-42BD-84A6-B2707B080324}
527539,184758,300,843,E01000843,Camden 014A,{03DCC434-7715-49C6-BC34-D9DA8B6F6241}
526923,184506,300,844,E01000844,Camden 011B,{6F0000BD-41B2-4545-8E8C-E202E2EC4442}
527507,184510,300,845,E01000845,Camden 014B,{63E30091-A3F7-4F61-9941-A2AFDF3A3389}
527353,184347,300,846,E01000846,Camden 014C,{29CC3344-EDC6-455E-9354-D0516759CDE0}
527029,184290,300,847,E01000847,Camden 014D,{2C2B3B12-68A3-42CA-B91D-C208D75D522A}
527052,184928,300,848,E01000848,Camden 011C,{3A03B4EA-CB1C-40E3-B3D4-2275863465BB}
527297,184989,300,849,E01000849,Camden 011D,{36F0A8D3-9513-4C51-BF8B-662772295967}
529637,181781,300,850,E01000850,Camden 026A,{DA2A5B2E-96DC-4955-9F13-19088D3FCACB}
529250,181926,300,851,E01000851,Camden 026B,{BD38E792-1BDA-49BC-80B7-4A703061399F}
529950,182321,300,852,E01000852,Camden 026C,{F64915A5-1C05-4E91-B499-936056FB8D0D}
530201,182320,300,853,E01000853,Camden 025A,{4EAC5131-8F7A-4D24-BE51-97CC9D035F16}
529391,182118,300,854,E01000854,Camden 026D,{86CB2BB6-EA1A-4EE5-A600-D7A371EC65F1}
530084,181933,300,855,E01000855,Camden 028A,{180E5A59-333F-45FF-802A-AE9AE69A3905}
528945,184327,300,856,E01000856,Camden 019A,{E2F9DA13-E409-4B39-9F64-2CBC9CE8523D}
527754,184145,300,857,E01000857,Camden 018A,{4CE50CD0-09C7-49EE-86FB-300F17F40AEB}
528625,184303,300,858,E01000858,Camden 018B,{9E1F967C-717C-4B3F-AAC9-326440C1370E}
528060,184052,300,859,E01000859,Camden 018C,{1E455FB7-260B-48EB-A1A4-1AD9E0D49E8B}
528070,183865,300,860,E01000860,Camden 018D,{8EBEB8FE-F591-46FE-A255-FF78D6922473}
529132,183953,300,861,E01000861,Camden 019B,{E8C08CB0-C544-44F3-A48D-414DC9864602}
528482,183837,300,862,E01000862,Camden 018E,{3ED35767-08EF-409E-92BD-F7DB0FB2345A}
528809,183784,300,863,E01000863,Camden 021A,{BB8449EC-06C5-4876-B704-5ABFB0B4B9D3}
529900,184483,300,864,E01000864,Camden 015A,{2FDC4471-891F-49C2-9934-71EC3683152C}
529550,184478,300,865,E01000865,Camden 015B,{834444EF-28F5-4CC1-BB79-4DD69EBFDE20}
529117,184562,300,866,E01000866,Camden 009A,{FD96D0AC-BB34-45C1-86C6-CEBEE1E24E9B}
529306,184297,300,867,E01000867,Camden 015C,{C4E5C513-E677-4CA4-8BE4-ED4B6EF42C67}
529898,184252,300,868,E01000868,Camden 015D,{B765242B-86EB-4B82-9F21-EB121880A648}
529795,184747,300,869,E01000869,Camden 015E,{78615A57-FD63-4CFC-81C1-355572EB585C}
